,user_id,name,average_stars,review_count,fans,yelping_since,fans,cool,funny,useful,compliment_cool,compliment_funny,compliment_plain
989706,g0sINVkd6ZMCPoOqT9iMHg,Matthew,4.6,5,2,2008-10-08 04:57:07,2,4,3,7,0,0,0
989805,e7VZuFoHCb2sCHJBXfEnkw,Taylor,3.44,8,1,2014-08-09 06:22:57,1,3,1,7,0,0,0
989950,5h-h3MqfaQ93tki3vTYvJQ,Mariyeth,3.56,51,2,2010-10-13 17:12:01,2,9,8,16,4,4,3
990004,srk0YG9Cnt4vv1ku87W3kg,Brian,3.33,3,0,2013-01-21 07:46:46,0,0,0,3,0,0,0
990113,KX5rUI2Dmi_47TGQbEDMgg,Paul,4.14,6,0,2010-08-28 18:12:46,0,4,4,6,0,0,0
990221,y9PMPI5FSY_N4_icqQaHeQ,Wei-Li,3.06,15,1,2011-03-27 00:49:19,1,3,2,11,0,0,2
990340,EIL0Kr-t5odX1PQoa28ZSQ,Karen,4.27,42,0,2013-07-26 08:57:22,0,12,16,35,0,0,1
990469,G3wbFkcfQo0JVTiTXoZXmA,Jamul,4.2,5,0,2015-02-15 18:13:33,0,2,3,2,0,0,0
990832,hbUu9VrPtm5MCsVuS74wmA,Ted,5.0,2,1,2010-04-27 08:04:18,1,1,1,1,0,0,0
990834,YcIcjsN-59KuAERjd4CRgg,Anuradha,3.95,92,10,2011-08-12 19:17:49,10,69,30,152,4,4,5
990947,-AZ7cKjVsdhqhVUgsm821A,Robert,2.33,6,0,2013-06-20 17:26:44,0,0,4,9,0,0,0
991209,99agKCq5Isn1jw34OLH_hw,Hollie,5.0,6,0,2015-01-24 22:34:22,0,1,3,2,0,0,0
991345,lVDlEVh_i8bZ8OTJxK0Kqw,Sara,3.8,333,94,2007-08-29 22:04:17,94,1207,1180,1830,317,317,248
991461,dbgpfDeYvOzk24pqEEFSyg,Don,3.51,46,1,2010-01-04 23:06:22,1,16,7,42,2,2,3
991472,7XgVSQl_vSDSX9MaafIOCQ,Katie,4.0,13,0,2012-09-22 22:09:20,0,0,2,2,0,0,1
991691,IIFUSAByx3fLmpe4h8tJ4g,Nitar,4.02,443,103,2011-07-22 18:40:29,103,1604,1365,2298,414,414,277
991813,_4WaNK7nHslm09ZM1RgPqg,Bryan,3.71,63,3,2012-03-04 12:57:34,3,17,7,50,0,0,0
991831,B1rQ6_2QsTjyCcE1KScKDQ,Ha,3.77,128,31,2010-03-29 20:02:43,31,506,568,710,204,204,187
992050,SFqMX146Ke2U2sOS6CiSUg,Kevin,5.0,3,0,2015-08-11 20:16:56,0,0,0,0,0,0,0
992132,222ejfOBxaliVF-okbKsKg,Krystle,3.95,185,17,2009-05-02 05:02:58,17,566,339,673,17,17,7
992149,LOK4oCby0Ou46W65YMO6-w,Gilbert,3.77,338,38,2010-03-27 22:44:30,38,555,491,934,35,35,22
992346,HilCSqrGcUyPfZzowj5AeA,Darrin,4.33,21,1,2009-04-22 16:02:38,1,3,3,18,0,0,1
992395,CCdhcRKu1kpALH_n7dEPMg,Lena,3.85,93,17,2009-01-13 06:35:07,17,56,30,90,10,10,5
992409,rYiq2P23gfIdHE0J_xAXeg,Jackie,3.91,56,6,2009-12-08 08:07:35,6,19,32,68,2,2,1
992951,id13x4k7y6cne2v7D-LejA,Sara,4.2,182,22,2010-08-12 15:43:54,22,372,229,533,112,112,127
993132,IHCg8Lp5T4pHQu7fr3dSZw,Fannie,3.0,6,2,2013-11-05 01:56:49,2,2,9,15,0,0,1
993210,0OlOTfSB3WQn9s_WhSagoA,Joan,3.84,147,37,2008-01-25 18:02:06,37,679,684,781,296,296,134
993284,Oadn1VpH9_25n7AfuohdHA,Vance,4.1,20,1,2011-03-12 18:32:37,1,5,8,17,0,0,0
993613,p4ToC7PvFkLW0N9kDcB99Q,Adrian,3.37,116,9,2009-07-15 19:51:29,9,70,89,185,3,3,6
993929,bV9MCkwjhCZJfuXiKDreCg,Chinz,3.21,94,5,2010-11-20 06:46:10,5,22,65,152,0,0,2
994344,ccfVsl7SZeK-2Ixc2-anuQ,Brianna,3.99,403,27,2010-10-14 23:51:13,27,208,145,474,6,6,11
994453,qT5FOVPdog3Yh0h78ckzNA,Kim,3.25,53,0,2007-10-18 01:02:02,0,5,3,27,0,0,0
994489,Cit5yho-DqotA0BnXHErTQ,Jimmy,4.02,43,0,2008-10-04 15:55:18,0,20,4,24,15,15,7
994669,xc2LqZ94ufEZ_QBbpTJhGA,Natalie,4.2,5,1,2015-09-19 07:04:11,1,0,0,4,0,0,0
994746,OBJlI4uEe01s7jqRnwMDqA,Michael,4.0,12,1,2008-01-30 02:47:29,1,2,4,8,0,0,0
994836,LwPuVxMdKzogZzMIRlwpkQ,Roanne,4.34,57,4,2010-08-07 03:59:19,4,17,11,24,1,1,0
994942,cZeO0wIMJWlWMzQ2MTJlvg,Brittany,3.07,13,0,2014-03-16 05:40:06,0,6,11,48,0,0,0
995086,hCBeiZRi96KKc_9WpVFA6w,Roger,4.13,66,2,2008-10-07 18:32:21,2,14,3,55,3,3,2
995238,Tr6mlDALagjvweE8QScjRw,Sam,5.0,13,3,2013-03-26 17:14:19,3,0,0,7,0,0,0
995326,cV2VbxEoeR5VqprBsy6ejw,Sam,2.19,23,1,2010-08-25 02:07:14,1,2,7,23,0,0,0
995571,k4M0ISoWkUuuvIBPSzPN6Q,Danielle,3.92,64,4,2011-05-13 23:25:02,4,45,105,220,3,3,3
995598,fKTSjnUdFLS_FAkFBRLM9A,Judy,3.71,7,0,2012-06-21 02:40:55,0,0,0,1,0,0,1
995713,0SrL-8JDNLghUuUhiFccSQ,Amanda,3.78,143,6,2015-12-24 22:42:17,6,40,20,123,2,2,0
995826,h8AZ9ad6kIm7opZ1faqVTw,Shawn,3.44,16,0,2012-01-25 15:00:44,0,0,3,7,0,0,1
996121,DJ_EeR4t1PbDtOtYYTroug,German,3.83,21,0,2012-01-19 03:02:56,0,9,8,14,0,0,1
996575,YKsnVOSMnU5FCk3J6UdU5g,Az,4.6,10,2,2014-10-09 03:54:55,2,1,1,2,0,0,0
997045,DV1M_qblFIm2D9R83tp88w,Phoenix,3.8,5,2,2011-02-02 04:10:34,2,0,0,1,0,0,1
997201,oeS4lHsJ9kH99LAaDnnMkg,Jennifer,3.73,228,13,2013-09-20 02:04:06,13,108,47,276,3,3,4
997228,9JnWIC8AxZB_WoQSqMudtA,Julia,4.29,14,0,2011-04-12 03:08:57,0,6,5,15,0,0,0
997323,myoqi1of2tXs2DKDJJcfkg,Will,4.35,102,8,2008-04-02 00:50:55,8,86,129,143,12,12,20
997468,c4S5WhOdB50mBYno2ccPUg,Arpy,3.64,105,5,2011-07-06 17:05:44,5,47,62,171,0,0,0
997668,i-V69TDrOz1dmCPKvXTqbQ,Dave,4.2,54,3,2012-01-05 18:03:53,3,21,16,33,1,1,1
998290,wBljxGh9zk--eEJSjEm99Q,Lindsay,3.68,318,7,2010-07-27 23:39:24,7,34,32,166,5,5,14
998401,edb5zYWPYbMLvhJQwUooaA,Paolo,3.5,26,0,2010-11-12 02:51:08,0,9,11,37,0,0,0
998413,1vRynVow1Ce74kq7pQMINw,Dan,4.78,25,2,2012-11-17 21:53:53,2,0,2,12,0,0,1
998452,NqECwvosxz6ougQDlqwFfQ,Mark,3.4,151,4,2010-06-26 20:21:26,4,53,110,117,11,11,4
998512,jPdvYaC_wY4a-qMQijclJQ,Cindy,3.79,502,23,2006-07-01 05:18:53,23,233,159,617,45,45,27
998547,ykLnL2UjMOpSKf4rhntxEQ,Brett,3.9,39,7,2011-06-11 21:11:01,7,16,11,45,0,0,1
999048,_X-056q22gzbatpUn0mw-Q,Savanna,5.0,5,0,2013-04-08 03:18:38,0,1,0,3,0,0,0
999403,guX85uoWqG1OzCXVDGpPag,Hugo,3.81,31,1,2011-07-07 02:42:02,1,22,37,61,1,1,3
999430,R7PY1aXthHhcqGiLWN5xjw,Brad,3.43,28,0,2016-07-01 21:52:35,0,0,2,7,0,0,0
999543,mpHJ7axQzq_evSl5ybwU_w,Marcy,4.5,2,0,2016-06-18 19:06:34,0,0,1,0,0,0,0
999709,xRCwp1uQrHj8NUNADbRrmw,Joseph,3.92,79,1,2014-01-10 19:01:41,1,28,21,55,1,1,0
1000054,v1yHz0HXgrxNYGK2tSjFCQ,Misty,3.33,12,0,2011-06-10 03:07:02,0,16,1,17,0,0,0
1000219,c7XNEpJdfJ9Rs6Z7WN1kMA,Moses,4.32,37,3,2014-03-19 06:00:35,3,6,3,10,0,0,0
1000366,sviZUNI7FIbolXrQx44d-Q,David,4.8,24,0,2012-12-23 17:21:16,0,4,2,26,0,0,1
1001082,mUiJcvkFIqCUjPlgrTFI_A,Tina,5.0,6,0,2013-07-16 06:06:21,0,5,1,9,0,0,1
1001188,jb1AhW4j-eoAT27CT6cTHA,Elizabeth,5.0,3,0,2016-02-06 00:30:07,0,0,0,0,0,0,0
1001293,Lj8vX5AKiYp8CGjG-VEWUg,Jesse,3.84,74,2,2011-01-21 23:29:05,2,12,8,39,1,1,0
1001348,ltoCiJfNd_jYVbYc8rK26A,Aryo,4.5,267,146,2011-08-23 09:43:18,146,4696,3409,4982,601,601,687
1001384,NLR80oCnQ1MpB4KKPnJ7pA,Fula,3.56,25,0,2010-08-28 13:51:23,0,5,4,25,0,0,0
1001432,XOaWak-d5wB-BWFKycPMng,Sujin,3.77,176,16,2011-07-06 18:44:40,16,208,211,400,28,28,10
1001505,hElcthoBWJQ2mNMlcLoh9w,Nina,3.6,230,28,2013-07-08 18:26:21,28,433,423,571,6,6,9
1001887,3lgvpcQQyRseURPGr62_jw,Ryan,3.98,43,2,2016-03-22 17:16:33,2,2,3,19,2,2,0
1001959,-5nhhACm__43A5VLpeXy7w,Brandon,4.86,6,0,2016-03-20 22:41:28,0,0,0,0,0,0,0
1001963,7espjlHF65UpqRuxGIYpdA,Maybelle,4.8,5,3,2015-11-25 03:48:12,3,0,0,1,0,0,0
1002053,dmtTrAhJaEWpC7v4zpxKuA,Levon,4.67,3,0,2013-09-28 21:12:14,0,0,0,2,0,0,0
1003000,szex1-aNvG37akHorl8eTA,S,2.56,9,0,2012-02-23 16:33:48,0,0,0,3,0,0,0
1003136,OMdFaN3rhMSQBZII3jO0UA,Lauren,4.0,5,0,2013-10-18 03:51:12,0,2,0,4,0,0,0
1003496,M4g64KUEia1qgcn-qNlYsw,Michael,4.19,16,1,2007-11-07 22:58:08,1,14,12,25,3,3,3
1003998,ipLyUMyDlddvCBd12M7j-Q,Myia,4.46,61,2,2016-11-14 04:56:35,2,10,21,37,1,1,0
1004085,ScYZFqe8mpXq5ZoAMpm0qw,Lauren,3.85,20,0,2015-06-02 13:09:28,0,2,0,16,0,0,1
1004354,6GLV9CexG3dyuzl4D2p0uw,Laurent,4.08,24,0,2011-05-26 03:40:02,0,7,4,19,0,0,3
1004614,aycr6m-LF1kfubSqPJmiOA,Elisabeth,2.33,3,0,2017-05-31 19:51:39,0,0,1,0,0,0,0
1004657,2ZCSvamNDmeGuHOD2pau-w,Linda,4.02,253,5,2006-06-18 19:50:12,5,94,35,160,5,5,11
1004665,FG2MhEJn3lDuAEvDKSfIOA,Abbi,4.55,10,0,2011-10-01 17:34:56,0,6,0,8,0,0,2
1004688,A729UnnwkqxqQRBk9S9xAg,Han,3.56,43,8,2009-07-06 08:02:48,8,60,62,105,9,9,20
1004742,keEGOaAmr6WOmlF99CEDHw,Huckleberry,3.68,174,2,2007-11-11 18:04:42,2,16,28,36,2,2,4
1004894,aij0eb7UBqZ3ZUtbtXIYWw,Joe,3.51,119,3,2010-04-13 00:51:01,3,66,67,104,0,0,0
1005123,P_rIZ6WzAi_aNqlbmkwn4w,Harika,3.66,119,3,2011-10-21 21:03:41,3,19,13,66,0,0,0
1005343,9bF1GYIkbNqpVasg-C7z8w,Tomie,4.05,22,2,2012-06-16 18:36:46,2,5,4,33,4,4,0
1006048,tfSyhtWf8AEC2kLI40ZC7g,Laura,4.45,11,0,2012-03-07 15:17:28,0,1,1,7,0,0,0
1006186,IJ_jAiK0-cc6NvjrtMsTUQ,Paula,4.27,29,0,2011-07-12 21:37:47,0,3,4,23,0,0,0
1006379,HVL_3EvZc0-uqr5bjpZCvg,Kylene,4.0,2,0,2012-01-18 00:24:36,0,0,1,0,0,0,0
1006618,8bn_HfSMq93mnd_ARHbvPg,Cari,4.11,308,10,2008-09-17 15:32:01,10,91,31,196,12,12,6
1006641,b0cnrndyCrWnOnSt4kUw8A,Cedric,4.5,20,1,2010-12-03 13:10:41,1,4,1,27,0,0,0
1006938,8-USJV6gNEmTC3Li4dEw6Q,Nicholas,3.43,59,3,2010-06-23 17:25:05,3,53,44,130,1,1,2
1007285,uiBPNV33Ibk1P8jA6pTgpQ,Tarra,3.07,72,2,2013-07-19 03:04:19,2,7,9,34,0,0,0
1007449,lVjPZtZOrVvfYFUFFpP_4w,Benjamin,3.0,4,0,2015-09-14 13:34:51,0,0,4,6,0,0,0
1007699,Td3f4d6i5Im0kloA6a3N1Q,Hsu-Sheng,4.57,7,0,2015-09-07 15:16:21,0,1,0,7,0,0,0
1007773,_KZNHFPcBoYs8NrKJ2cJVA,Keith,4.16,55,4,2015-10-12 20:13:35,4,13,3,41,0,0,0
1008099,DoiO8DNplNfA6kQPCJ4Tsg,Monica,3.6,42,1,2011-03-22 17:55:14,1,10,13,40,0,0,1
1008105,dsM7mgr-KSzGvqCLVC3FNg,Jon,3.89,19,0,2012-09-15 17:09:57,0,6,5,32,0,0,0
1008251,yelq7dvTr1qT9gPueLmbsQ,Anouk,3.6,10,0,2014-05-27 12:59:02,0,1,2,3,0,0,0
1008500,uGLYh2XgCpe1Bf25l104lA,Alison,4.18,101,7,2009-04-14 02:38:30,7,66,47,131,2,2,2
1008665,W3bGlaeYuUh6F1WV5Mdl2w,Melissa,3.89,17,0,2014-01-30 01:40:58,0,0,3,9,0,0,0
1009090,P-ND9MWMVVQwR_HAj1c-vA,A,5.0,4,0,2016-01-03 17:34:11,0,0,0,0,0,0,0
1009302,msBw9WjhyUJfyIOK6ZHHTA,Anna,3.3,64,2,2010-12-27 13:53:37,2,13,5,29,2,2,0
1009307,l-pXTqGI3mXWwofnnzF8Sw,Ryan,4.12,101,7,2016-02-26 12:16:35,7,18,13,60,1,1,1
1009341,JUA_UsRXf9Hvlin_XvTe8Q,Lisa,5.0,8,1,2015-05-14 23:12:01,1,0,0,6,0,0,0
1009388,N3SMaJDIeJc347MediVGFA,Laural,3.88,53,3,2010-11-04 22:43:59,3,25,35,71,0,0,0
1009762,hTjgLXSTSqCyMSlYTnZXAw,Angela,3.57,27,1,2010-08-31 19:39:47,1,5,8,36,1,1,0
1009924,1qMSt7crqJYKkNsjdr_Tpw,Jigar,3.0,10,1,2015-11-25 07:05:49,1,3,2,6,0,0,0
1010125,7vFm1gth94KEyGegIbd_1g,Kemari,3.8,9,0,2010-07-02 14:21:10,0,0,0,3,0,0,0
1010237,m99wDgcGyaIBG34ztKM2Tg,Derek,3.74,41,4,2012-04-06 02:45:40,4,12,12,28,0,0,1
1010260,MMfOGic8DHfcXB00Rh0PfQ,Jonathan,4.92,13,0,2012-06-19 16:06:51,0,2,0,3,0,0,0
1010318,ojw3XRb8bsvIVt1qPwiDYw,Lani,3.8,5,1,2009-10-18 00:46:28,1,0,0,0,0,0,0
1010586,tQ7Y5ZKJFB-mxofZ8JXj5g,Mark,2.33,3,0,2017-06-06 00:29:51,0,0,2,0,0,0,0
1010651,eN_Jb3kuqHuNERK0RDOQ6A,Ken,1.72,16,0,2015-07-10 20:16:27,0,1,5,20,0,0,0
1010653,HDeL852L7Od9MatxG7H79Q,Christine,2.88,25,2,2010-07-21 22:57:37,2,12,13,37,2,2,2
1010752,nylkmJSerEaRIb8Y85RZgQ,Veronica,3.85,38,0,2010-04-28 17:37:50,0,9,6,41,0,0,0
1010823,o55GGbrmzAd4GRReaX-dHg,Christina,4.54,24,0,2013-04-20 17:16:56,0,2,3,7,0,0,0
1010833,k0O-DDaRWpro1gxlEouvJQ,Christina,4.0,8,0,2011-11-08 22:05:17,0,2,3,5,0,0,0
1010861,4ZBeitH4mXmNpporOnVVpg,Michelle,4.21,144,13,2011-05-03 22:50:42,13,111,34,172,4,4,1
1010896,75OJW6Rd0N9F0htPgJUl9g,Crystal,4.75,4,1,2011-10-29 00:41:12,1,0,0,1,0,0,0
1010963,00mp4jQ6bWJ9BaM9PJMK7w,Molly,3.0,4,1,2013-12-28 23:06:38,1,1,11,4,0,0,0
1011172,wGs2OlrphUhFdXYqcePksA,Bindy,3.75,4,0,2011-07-18 00:16:49,0,0,0,1,1,1,0
1011218,Zu0XNq8YnVBNFfRXuv727A,Paul,3.77,277,17,2011-10-05 10:33:52,17,163,112,339,16,16,17
1011382,CEHmpAbSj6W6m66qO0qA-Q,Chris,3.88,8,2,2011-04-21 12:39:14,2,4,1,16,0,0,0
1011632,KT-Dgl0RitvYmOz4ND-lEw,Vito,3.4,5,0,2009-09-16 19:04:16,0,1,1,8,0,0,0
1011718,tdi4mcR_U_IiZeugqhIGLg,Julia,4.5,14,0,2015-05-11 01:17:43,0,5,1,6,0,0,0
1012327,BcrdRFglYiIFk94zR4hcnA,Beal,2.88,8,0,2014-09-08 17:51:34,0,0,0,1,0,0,0
1012342,eRx23-WEyGxuBEAyWt3H8A,Stephen,4.5,6,1,2010-07-20 00:06:33,1,0,0,0,0,0,0
1012387,RzbGo73qg4K02ywyucDIkQ,Kasey,4.09,86,2,2014-01-19 06:34:22,2,21,24,78,0,0,5
1012468,W-5TipRPcFeYS0MPaU6PHw,Melissa,2.7,10,0,2016-04-23 03:34:24,0,2,1,7,0,0,1
1012498,qvq8ehw02Vg3kCsgqkJo_w,Thai nut,4.26,18,0,2010-07-30 17:32:59,0,4,7,25,0,0,0
1012521,Gq0mE84v-bHU8ShHs8mJgQ,Alec,4.11,96,1,2012-12-04 21:11:57,1,11,7,43,0,0,0
1013021,m6HJ973eU3RRk5n1BLHuPQ,Kevin,1.9,10,0,2011-03-05 07:05:28,0,1,5,11,0,0,0
1013044,-kt8P-L8GSQNK3MG3Cot_g,Lyndon,4.15,27,1,2012-03-14 19:43:03,1,9,3,14,0,0,1
1013200,zsAz7S8sPPSVdpnKHDHSgA,LG,3.76,237,11,2010-05-26 20:15:09,11,118,73,341,2,2,9
1013456,rodi7Wo1mtb9STCvUxk8gQ,Debri,4.38,8,0,2011-07-30 16:15:58,0,2,0,2,0,0,0
1013833,OOTgmLIdHFKzVRIOiRVGkA,Danielle,3.45,19,0,2011-11-12 20:49:28,0,1,0,8,0,0,0
1013902,cwCx6bKMxxz9gbybvJPYZw,Peter,5.0,3,0,2015-03-28 21:00:19,0,1,0,1,0,0,0
1013920,EaK_MgZrUbBgHDdgboBpQA,Anan,4.22,58,2,2013-09-04 03:54:21,2,14,14,38,0,0,1
1014384,GCjRuPI6cmx70PeoZaYqTw,Allen,4.3,10,0,2016-05-11 21:35:10,0,0,0,1,0,0,0
1014533,X0xLbVAIf2OFepn-gxLW5A,Dustin,4.08,94,13,2014-05-14 22:55:08,13,73,31,177,11,11,11
1014586,DZBmtBgH4X9jz1K-dLd4kw,Angelia,3.97,28,3,2010-12-06 20:21:36,3,10,10,56,2,2,0
1014687,c__msenW3mbBJVDWQTVNbw,Javier,4.04,45,4,2013-06-07 19:45:38,4,3,3,27,0,0,0
1014737,F6csQ1QWLP1ZpCMHSavGvg,Victor,4.53,17,0,2014-09-23 03:20:14,0,0,0,3,0,0,0
1014758,lM1dUr4VIeebwzWohH2VgA,Shamaila,4.78,44,2,2011-06-15 06:36:10,2,16,10,63,2,2,4
1015069,lcNWffC-2D_JbwGu0evNyw,Char,4.29,75,5,2011-05-03 03:23:50,5,54,5,85,3,3,5
1015106,6jn0jLBl0xA0GQVjEDxetw,Jessica,5.0,4,0,2014-08-02 21:40:15,0,0,0,0,0,0,0
1015134,xDXNlNSfjbM6uKH4XoBayg,Katlin,4.67,3,0,2015-12-01 08:25:07,0,0,0,0,0,0,0
1015306,Vb6KAgHj6hENKct4hoPftw,Ray,4.43,7,0,2007-07-11 00:07:08,0,0,1,3,0,0,0
1015797,4s3Mi36iVD6rSoMQY4N13w,Leah,4.5,4,0,2016-05-29 14:43:31,0,0,0,0,0,0,0
1015862,18FmBRpmGRpPnvOpGWTQBA,Sean,3.82,63,7,2009-10-31 00:47:05,7,29,49,59,1,1,0
1015912,gSxc1DXAeTw6SlMMC-jejg,Anders,3.47,15,0,2012-10-22 04:10:02,0,1,1,3,1,1,0
1016037,mofmCos6HegKPXopOLz9EQ,Stephanie,3.74,152,6,2007-07-14 21:03:25,6,97,72,276,3,3,4
1016108,Ya4iCiP7gXpZHIQbqr8_Lw,Tyler,2.7,42,1,2012-02-18 22:41:27,1,28,29,119,0,0,2
1016135,9__yr8Aaw4nUZpDTsQkcsQ,J,3.39,51,1,2011-07-24 00:44:38,1,20,11,66,1,1,0
1016256,xwl7PzfHTJrBKt2OV2_8rg,Blanca,3.38,7,1,2013-12-11 20:41:47,1,1,2,6,0,0,0
1016306,BtaBhLmSYIILqC0FFjwM7w,Ralph,4.05,38,3,2011-02-06 18:21:00,3,13,5,16,1,1,1
1016664,IT8Wi1ALLF325LfUIHU0vA,Raymond L,4.26,46,2,2011-04-08 19:06:36,2,30,12,70,3,3,3
1016670,UnltMaUEhEAzXhdWf9rwNQ,Butcher,4.54,41,0,2010-11-08 18:32:39,0,7,7,34,0,0,0
1016894,AJk1YpuToeRRcIIfDKR33w,Casey Jane,4.83,12,0,2009-03-21 02:30:31,0,2,3,7,0,0,1
1017343,Xm-Y4fO_0YuoOhF_uAtF_g,Jhon,4.14,21,0,2013-10-02 05:16:17,0,8,2,15,1,1,1
1017382,0M4DQsYhsi5v-HOUfoXJ7Q,Sadalit,4.47,49,3,2006-10-30 14:50:22,3,16,7,36,1,1,1
1017392,50sbfPemk1WBXNQdRjsgZg,Olga,3.25,4,0,2014-10-15 00:13:14,0,2,4,8,0,0,0
1017489,6K2N8pyGZcmKvZWWs44Mig,Eric,3.71,117,4,2011-04-18 01:49:46,4,51,34,177,2,2,2
1017544,tS-OddoMyev-wT3tzw7eig,Damon,3.6,10,0,2009-08-29 00:13:38,0,0,0,2,0,0,0
1017788,h6lwSWFXH6tE9nI4uXBfEQ,Pamela,4.06,35,1,2010-07-21 21:08:12,1,8,8,21,2,2,5
1017934,4G3NT-JcxVeyttGoEv8oFQ,Kayleigh,4.0,3,0,2017-04-04 01:25:45,0,0,0,1,0,0,0
1018138,BdAPVJIQPNlVFl6b5e5gdg,Ken,4.0,2,1,2016-12-20 21:15:38,1,2,0,1,0,0,0
1018337,m1_3LAH-naQRwyyjjhcMwA,Lisa,4.67,18,1,2007-07-30 20:20:19,1,16,7,26,0,0,0
1018544,t4Gc3mYGAnYqmGrAaX97Qw,Kristine,4.65,20,2,2013-07-25 01:43:23,2,8,7,29,0,0,0
1018974,6jnj-1cjtB7X1E2Q1qplRg,RB,4.56,9,0,2012-08-12 13:05:19,0,6,3,10,0,0,0
1019041,CHpGNj6ZC8AhGKDGqEPO6w,Vrushali,2.36,13,0,2011-06-28 19:12:10,0,1,3,9,0,0,0
1019315,Ta1pATLvZfprhI2uTDLkrA,Peter,3.5,36,2,2010-09-30 03:42:15,2,6,12,27,2,2,4
1019334,_RRqa9rEXSLgn27YfjVTow,Joanna,3.44,97,6,2013-03-19 23:11:26,6,18,18,87,0,0,3
1019419,ZJi1yoI2sTaxskjGh6pX2A,Nick,2.93,67,1,2009-03-22 01:09:51,1,15,26,80,1,1,0
1019458,Q-LKlqgg3CEuw6uYOH0g6A,Hayes,4.56,9,0,2009-04-26 18:38:13,0,2,2,6,1,1,0
1019536,48CCi50tu9X7xA0UWPMmsA,Beverly,3.86,56,5,2008-04-25 17:52:06,5,56,49,86,6,6,11
1019728,7aCE-NmZbVgmP9x7Nxg_iA,Naeem,3.93,160,18,2015-06-30 00:15:40,18,114,71,254,6,6,16
1020597,r2kqbyIxwQam1tm9mQPSMg,Maria,3.0,5,0,2009-01-16 19:38:12,0,0,1,3,0,0,0
1020663,mk0EW1riJLASc1XO_dnzOQ,Jodi,3.23,13,0,2013-02-11 19:19:52,0,2,3,16,0,0,0
1020801,S3J3Z_MyuH7ZbaTPuowiug,Donna,3.98,81,0,2016-02-12 15:20:03,0,2,4,17,1,1,2
1020807,CB7jqsF5tE8xIsjA0uq-NQ,A L,4.26,128,3,2011-08-20 19:49:21,3,18,6,77,2,2,3
1020845,Zszebdb9h62SUEeNj9DqOQ,MO,3.71,17,0,2011-05-25 00:36:39,0,9,4,56,1,1,1
1021150,tTnbQjlgOKP-dZGIi_AoxQ,Jenny,4.27,94,2,2012-04-10 22:55:37,2,9,7,51,1,1,1
1021226,hOraNd5r0eFuzhjtbjA_lw,Cori,3.91,54,1,2010-03-14 20:34:58,1,28,15,67,1,1,1
1021341,3prNzGxppup76gSbLoQuPQ,Dick,5.0,2,0,2013-08-24 22:37:38,0,1,0,0,0,0,0
1021699,jPSMZBPJlSSQK-PMkhn5hA,Courtney,4.0,2,0,2014-05-18 17:07:28,0,0,0,1,0,0,0
1022001,lfebFwrooa60iDRJ7b59lQ,Michael,4.33,3,0,2010-10-02 01:06:48,0,0,0,0,0,0,0
1022213,yut63R4D2PVjtBTPGkMevg,R,3.59,15,0,2012-05-18 18:44:20,0,4,3,5,0,0,0
1022223,uQ45Qe1LuafoIs0p3OjqJA,Dorothy,4.01,141,5,2006-06-11 03:03:07,5,23,19,69,2,2,0
1022239,GYXv4lNs5ul1Ka96pLi5Qw,Nate,3.08,150,5,2012-08-28 22:36:44,5,46,31,107,5,5,2
1022407,wQhf2Mfxgb64jCNIZlNP3g,Mike,3.74,19,0,2013-05-18 00:24:58,0,2,2,12,0,0,0
1022438,wzhKwKfEqmCO_KzonxqmOA,Cyn,4.56,62,1,2007-01-25 20:57:46,1,56,54,207,4,4,3
1022631,s3S8w5j5-25JHK2FVeKm4w,Eve,4.5,2,0,2017-06-30 03:18:29,0,0,0,0,0,0,0
1023141,8as_euJ_W2tCjHfGVCXTuQ,Mike,3.76,29,1,2016-08-03 21:44:32,1,3,3,11,1,1,0
1023466,c8oSkLqSm0js7mQe4ZPV5w,Damian,4.48,21,1,2011-04-23 01:12:36,1,6,1,13,0,0,0
1023516,62fOUK90sCRwvxU7Z3wJfQ,Ivy,3.53,16,0,2009-01-28 05:36:52,0,1,4,18,0,0,2
1023524,og8B7AqQHPrXZ_m_kiN7NQ,William,3.75,4,0,2008-06-03 04:54:36,0,0,0,0,0,0,0
1023527,4s7Xtc1GRaFUEtRTc2-nHg,Jerry,4.29,24,0,2009-05-04 18:28:52,0,5,2,8,1,1,3
1023600,rBwcat5UIsqkhC3pRykRNQ,Esther,4.13,154,6,2008-05-26 04:35:58,6,55,33,177,2,2,3
1023818,dYjlwjYE0AHtCbTdjahmTQ,Mike,3.25,30,1,2008-12-18 20:06:27,1,56,72,94,0,0,3
1024036,2g88rocADgkxIRl8P3SvQw,Patti,4.36,11,1,2016-08-02 11:26:30,1,42,16,44,0,0,1
1024106,8XsOBq6t9SaGPZz21_Gktg,Jon,4.36,35,0,2012-11-08 22:24:30,0,9,8,24,0,0,2
1024188,mopRXL9EfYmy9softZUIiw,Analiza,4.65,17,0,2013-04-19 02:17:20,0,6,3,8,0,0,0
1024215,w5KqZP2loy9Okbb0o1c5wg,Melanie,3.66,69,1,2016-09-30 17:10:31,1,23,5,32,2,2,1
1024252,iJ5iFIrIdN_FG9yPUbn1qw,Stephen,3.7,57,0,2012-08-18 16:14:48,0,7,11,31,0,0,0
1025245,CW1IBOoklK5eyCdDgRd1DA,Cat-van,4.45,19,0,2013-09-25 00:38:52,0,3,1,6,0,0,0
