"","X","user_id","name","average_stars","review_count","fans","yelping_since","fans.1","cool","funny","useful","compliment_cool","compliment_funny","compliment_plain","weight","weight"
"11575",671284,"A9sp1Abig_MwEtaZtZKXmQ","Melissa",2.33,3,0,"2014-10-18 20:52:12",0,0,1,3,0,0,0,0.000216596493340907,0.000216596493340907
"11576",671286,"0jXP_wUjEllvkEkM4WwPFw","Christopher",4.24,20,2,"2016-04-27 23:32:27",2,4,11,16,0,0,1,0.00255096542579371,0.00255096542579371
"11577",671308,"_1YE2D5dd4euE9JtawiISw","Allison",2.45,10,5,"2012-05-08 03:32:39",5,3,10,23,3,3,1,0.00236352046345432,0.00236352046345432
"11578",672067,"SZtRvzM7Z0fhWSUSzVnQ2g","David",1.9,10,1,"2014-08-31 22:55:12",1,0,2,7,0,0,0,0.00112261848035731,0.00112261848035731
"11579",672112,"wY_FPaUbaY1QbqD8Bnul7w","Vash",3.14,7,0,"2014-02-09 00:20:36",0,2,3,5,0,0,0,0.000645904765605045,0.000645904765605045
"11580",672406,"ZKszb6cRClAzMQHWWOgUIQ","Samantha",4.5,4,0,"2015-03-02 19:53:54",0,0,0,0,0,0,0,0.000275388635426039,0.000275388635426039
"11581",672409,"6rD4Z4OgURZrVJoVIZJqZw","Stephanie",3.82,15,0,"2010-07-01 21:02:53",0,2,1,5,0,0,0,0.00133032031964526,0.00133032031964526
"11582",672445,"lPGIn8f74qn44McxhjEB-w","Brian",4,1,0,"2015-07-26 17:53:26",0,0,0,0,0,0,0,0,0
"11583",672649,"8T3Yj3vPFjbUncghlF3vWA","Dustin",4,4,0,"2015-10-12 01:38:53",0,2,1,4,0,0,0,0.000317886323246807,0.000317886323246807
"11584",673130,"pXBUA_uBnmMCiy38sthMXA","Billma",3.71,7,1,"2017-05-07 20:37:11",1,0,0,0,0,0,0,0.000778546038981196,0.000778546038981196
"11585",673380,"73_3cjJRj4-iS7XEjj4MKQ","Cheri",3.14,78,0,"2013-07-28 22:25:34",0,16,24,100,0,0,1,0.00800997378304452,0.00800997378304452
"11586",673461,"EiC_x8iuPmY4o791NC6DEQ","Brett",3.67,3,0,"2016-12-02 06:02:48",0,0,0,0,0,0,0,0.000183592423617359,0.000183592423617359
"11587",673577,"-9lBW0TpjiF_VMK3Gd7fyA","Yolanda",3.67,3,0,"2015-01-27 17:03:09",0,0,0,3,0,0,0,0.000191619423126297,0.000191619423126297
"11588",673657,"qFd9go5nsEbnaqCVWDog0g","Cindy",4.57,28,3,"2014-09-06 15:35:02",3,21,24,31,8,8,17,0.00440922774805959,0.00440922774805959
"11589",674043,"sQR6plL_8WD63E4AFXEVbg","Paula",2.33,3,0,"2015-11-21 04:35:01",0,0,1,2,0,0,0,0.000213920826837928,0.000213920826837928
"11590",674219,"4HCDI2PYAvbVEa1qFjnmEg","Stephanie",2.5,2,0,"2013-08-28 14:24:31",0,0,0,1,0,0,0,9.44718783116588e-05,9.44718783116588e-05
"11591",674237,"aUUYEOH87D5Z_zNWDgSSmg","J'miah",3,2,0,"2012-10-21 19:22:18",0,0,0,0,0,0,0,9.17962118086796e-05,9.17962118086796e-05
"11592",674281,"h8DCmxMLBSUR4ZCH5bu0Hw","Feona",3.53,13,2,"2013-02-13 03:41:26",2,11,7,16,0,0,1,0.00183234649285436,0.00183234649285436
"11593",674325,"sbbFW9Ob0_ULf82G9Ih-mQ","Lisa",1.8,5,0,"2012-05-26 11:28:11",0,0,3,17,0,0,0,0.000487602388429195,0.000487602388429195
"11594",674569,"s3jEs9uck0A3zBwrEWMOPg","Eric",4.25,4,0,"2016-10-18 20:41:21",0,1,0,4,0,0,0,0.000289500277235076,0.000289500277235076
"11595",674812,"0T4CQkcKjHtt2g3xvf-b_Q","Daniel",1.83,6,0,"2013-08-03 03:42:28",0,1,2,2,0,0,0,0.000517695508275697,0.000517695508275697
"11596",675083,"ZznSPQeJHf1Tc8RwK8E8dw","Lessie",3.92,12,0,"2015-04-10 23:38:59",0,1,2,5,0,0,0,0.00107649977863671,0.00107649977863671
"11597",675195,"BE7XvJiMOjgXvTu4W5HpFA","Constantino",3,4,0,"2017-06-10 23:03:08",0,0,0,1,0,0,0,0.000278064301929018,0.000278064301929018
"11598",675211,"M8ajZ6uYKkaXBDUNGZKosw","Mandy",4.36,11,1,"2013-11-30 18:57:49",1,2,1,30,0,0,0,0.00125779590311414,0.00125779590311414
"11599",675237,"dsE9nbgTnaHPAr9C8ELCkQ","Rosa",3.4,5,0,"2017-07-04 03:15:49",0,2,1,7,0,0,0,0.000417709534564424,0.000417709534564424
"11600",675317,"wv6NsjU4Vcr71UX8W5ikcA","Evan",3.87,30,0,"2017-03-15 21:46:14",0,2,0,1,1,1,0,0.00269053950449924,0.00269053950449924
"11601",675519,"CYUFK93rrsuBQZUve6fRoA","Miguel",3,2,0,"2016-06-28 01:02:59",0,0,0,0,0,0,0,9.17962118086796e-05,9.17962118086796e-05
"11602",675546,"G7awB625oNt_m_Dq_XF3oQ","Ron",3.91,10,0,"2017-02-11 08:10:01",0,4,1,3,0,0,0,0.000872805879190147,0.000872805879190147
"11603",675812,"FVWtecjG6W7c_itXzlvWcg","kristopher",4.47,14,2,"2009-07-27 03:32:46",2,1,5,6,1,1,0,0.00181219235960943,0.00181219235960943
"11604",675820,"X1jVGml8-O-tDdNc3pfZVQ","Mika",1,2,0,"2016-07-06 22:14:33",0,0,0,0,0,0,0,9.17962118086796e-05,9.17962118086796e-05
"11605",675844,"yDIyeJDZdOpQ2-VWGy2M5A","Tasaniece",1.5,2,0,"2017-01-04 03:50:04",0,0,0,0,0,0,0,9.17962118086796e-05,9.17962118086796e-05
"11606",675847,"7hwCvSKhQ_BxYKAwv1aD0w","Reecy'jai",1,3,0,"2016-06-02 17:47:31",0,0,0,0,0,0,0,0.000183592423617359,0.000183592423617359
"11607",675901,"vT9D7sEKU31KAr9L_BezHA","Aaron",2,4,0,"2016-09-27 14:59:57",0,0,1,2,0,0,0,0.000305717038646607,0.000305717038646607
"11608",676015,"VfSkTvwBU2Es4q0hBdMc9g","Brendan",3.2,9,0,"2015-12-27 20:05:21",0,0,0,0,0,0,0,0.000734369694469437,0.000734369694469437
"11609",676368,"5F4KaGVQVZjsPq5eb_7RZg","Rich",4.38,7,1,"2013-03-17 05:22:12",1,1,2,3,0,0,0,0.000839936154716474,0.000839936154716474
"11610",676420,"YckFu0bcRn5qIUojPdvNZA","Victoria",2.82,10,0,"2014-07-28 03:56:03",0,1,4,9,0,0,0,0.00095356416146049,0.00095356416146049
"11611",676732,"0UOUnwKQ7yhCxWD4JJKZgg","Blake",3.31,16,0,"2013-07-21 23:15:26",0,1,1,12,0,0,0,0.00143743722117768,0.00143743722117768
"11612",677252,"iNto93QzBCGL7Fv4U3pHkg","Jeff",3.71,14,0,"2010-01-16 15:35:10",0,3,10,32,0,0,0,0.00153896971114563,0.00153896971114563
"11613",677273,"efH25EVhwXtZbUHfAJ1AVA","April",3.71,7,0,"2015-06-25 17:35:35",0,0,2,0,0,0,0,0.000600731411281298,0.000600731411281298
"11614",677438,"gGxibhfarhR5WRWTOEMErQ","Austin",1.5,2,0,"2016-03-06 00:58:20",0,0,1,1,0,0,0,0.000119448948526269,0.000119448948526269
"11615",677454,"TBxGcRtTwMFtTzURgg9vbQ","Megan",2.29,19,1,"2010-05-11 17:17:13",1,4,6,30,1,1,0,0.00214282464420118,0.00214282464420118
"11616",677679,"l31ARCG8quGOgSzzJTPWXA","Julio",4.14,7,0,"2012-01-18 21:41:46",0,0,0,1,0,0,0,0.000553452937355057,0.000553452937355057
"11617",677777,"GuDpB-sttgnYJSyTBeWrEg","Daniel",2.11,9,0,"2011-12-19 17:42:58",0,0,1,43,0,0,0,0.000874400424312152,0.000874400424312152
"11618",677968,"secP9TRXUhnow8JrBQ3NEw","Clarissa",1,1,0,"2015-08-23 00:12:24",0,0,0,1,0,0,0,2.67566650297918e-06,2.67566650297918e-06
"11619",678130,"ENeXoxV_k5wAZHQabOJcIg","Eric",4.56,16,1,"2012-03-20 07:00:58",1,11,3,47,0,0,1,0.00186300374088519,0.00186300374088519
"11620",678328,"NnYLkHUHRuIujxOz4ur5tQ","Zack",1,1,0,"2017-01-18 22:36:41",0,0,0,0,0,0,0,0,0
"11621",678596,"GS632FivubSZUC8WuHfDeg","Alicia",1,2,0,"2016-08-13 01:26:39",0,0,0,0,0,0,0,9.17962118086796e-05,9.17962118086796e-05
"11622",678627,"lzsnS-3se42FVLtEhTU3ig","Jordan",4,4,0,"2016-02-06 17:41:54",0,0,0,2,0,0,0,0.000280739968431997,0.000280739968431997
"11623",678823,"uYG9A7XI-jHHf0rtm18xig","Tanya",3.4,5,0,"2015-08-15 00:03:06",0,1,1,2,0,0,0,0.000400922226252408,0.000400922226252408
"11624",679044,"SXfiuLezMjz500X_nn_XwQ","Brittany",4.25,16,0,"2014-02-20 18:58:03",0,3,1,10,0,0,0,0.00143890383976596,0.00143890383976596
"11625",679526,"csGYMGjZcGZQqWFhEc_aGA","Nicholas",3.36,15,0,"2015-08-30 06:56:27",0,3,6,6,0,0,2,0.00150150136416581,0.00150150136416581
"11626",680029,"TF4hgRKtJNQsOaeK9tZBMw","Neena",3.71,13,0,"2016-03-19 16:56:44",0,0,0,4,0,0,0,0.00111225720771607,0.00111225720771607
"11627",680034,"BUll0oe4YRpe7M4RcDFESA","Joseph",3.75,4,0,"2016-05-16 23:20:17",0,0,0,0,0,0,0,0.000275388635426039,0.000275388635426039
"11628",680271,"QbjaNwMWZv054gB_lUS7cA","Megan",4.2,5,0,"2012-11-29 19:59:35",0,2,1,3,0,0,0,0.000407006868552508,0.000407006868552508
"11629",680457,"orI_7yVj5u2IGt4OYjdg3g","Michelle",3,2,0,"2016-07-13 04:18:46",0,1,0,1,0,0,0,9.78808541087795e-05,9.78808541087795e-05
"11630",680509,"brbwzfStwP6fWc3s7K-ZbQ","Sydney",3.29,7,0,"2016-02-20 01:10:38",0,1,1,6,0,0,0,0.000595217315881684,0.000595217315881684
"11631",680560,"qgV4Zqez8FbB8XekPZFwSQ","Matt",3.46,12,0,"2012-08-07 03:09:17",0,4,7,23,0,0,0,0.00125977405415475,0.00125977405415475
"11632",680638,"tk5Wlo91KW0RowhMFktNCQ","William",4.75,8,0,"2016-04-20 03:24:54",0,0,0,2,0,0,0,0.000647924815666716,0.000647924815666716
"11633",681269,"wP7rh_2t2dBZMtXggzX8rQ","Samantha",2.57,7,0,"2015-11-03 02:37:28",0,3,1,4,0,0,0,0.000596683934469967,0.000596683934469967
"11634",681510,"ZFqaY2sUx_kea5uvAs4aag","Latrice",3.86,6,0,"2010-09-09 23:28:55",0,6,7,18,0,0,0,0.000702436402382019,0.000702436402382019
"11635",681877,"yTwBCU5owi3RvURegI427g","Keith",2.63,16,0,"2010-01-19 06:17:50",0,3,8,12,0,0,0,0.00161909466427419,0.00161909466427419
"11636",682072,"BZf3NeAVlKm6d4Eea0LO4w","Liam",3.71,6,0,"2015-07-20 23:09:22",0,0,0,1,0,0,0,0.000461656725546377,0.000461656725546377
"11637",682315,"oUWSI1_GLumd6xB41kMmEQ","Douglas",3.71,6,0,"2015-01-09 05:16:36",0,0,0,3,0,0,0,0.000467008058552336,0.000467008058552336
"11638",682451,"m-mJQnWupP6VNewJidrUjg","Darin",4.63,19,2,"2012-02-23 21:43:57",2,7,2,20,0,0,1,0.00225530517545682,0.00225530517545682
"11639",683344,"qN4uIzEEhv7lDpsnOd3FWA","Hannah",2.33,3,0,"2016-02-04 01:17:05",0,0,0,0,0,0,0,0.000183592423617359,0.000183592423617359
"11640",683709,"ktS4VcGLZByqxcKsj4MzgQ","Robert",4,7,0,"2016-09-30 21:43:38",0,1,0,5,0,0,0,0.000567564579164094,0.000567564579164094
"11641",683805,"fhjxznunDpXwueTyXo4wOQ","Brittany",1.31,7,0,"2013-06-20 03:56:27",0,0,0,7,0,0,0,0.000569506936372932,0.000569506936372932
"11642",683845,"3z59m6dVoqNGZfSq7FeYNw","Rob",3.25,2,0,"2015-09-06 18:16:44",0,0,0,1,0,0,0,9.44718783116588e-05,9.44718783116588e-05
"11643",684034,"TqMa70RmKwavw5-sg9esCg","Dave",4.21,14,0,"2011-10-25 03:07:08",0,0,0,2,0,0,1,0.00121880761209249,0.00121880761209249
"11644",684038,"VHHfJluMu8lHb6koVIJNEw","Letty",2.33,3,1,"2012-07-10 13:39:24",1,0,0,0,0,0,0,0.000411361191746477,0.000411361191746477
"11645",684051,"3ZncH4OboJFxxvhGLY8a2g","Kat",3.72,32,1,"2009-05-03 19:17:03",1,39,13,68,0,0,1,0.00373315415085211,0.00373315415085211
"11646",684289,"RxGJCJ1SO06JiNis3nI0MQ","Kristin",4,6,0,"2015-05-26 00:11:18",0,1,1,5,0,0,0,0.000500745437570025,0.000500745437570025
"11647",684334,"efoa3ojR0ejb05mkg6m9ZQ","Brandon",4.82,11,1,"2011-04-03 20:59:50",1,10,0,17,0,0,0,0.00122530697473777,0.00122530697473777
"11648",684341,"QkntU5rtgC3nLarZLr7QZw","Arun",2.33,3,0,"2015-07-23 16:40:20",0,0,0,4,0,0,0,0.000194295089629276,0.000194295089629276
"11649",684380,"v281gE-nk3jozr_5hWFAug","Lara",3.5,29,1,"2012-11-14 14:53:21",1,1,3,20,0,0,0,0.00292991621527268,0.00292991621527268
"11650",684415,"zGTpKS0fnMQ0cSKpT7DprA","Alyssa",2,4,1,"2012-04-18 23:26:37",1,0,0,2,0,0,0,0.000508508736561115,0.000508508736561115
"11651",684698,"j2Ck_0jEdFQDaji2eEmzJQ","Blake",5,5,0,"2014-11-24 18:57:41",0,0,0,1,0,0,0,0.000369860513737698,0.000369860513737698
"11652",684813,"-Bk1AwU_21H53MG5MIhONg","Jerry",2.29,7,0,"2013-04-30 00:20:05",0,2,2,10,0,0,0,0.000634306027905331,0.000634306027905331
"11653",684988,"QXXksosdR52Zt72RY5UxaA","Patrick",3.22,8,2,"2010-05-29 09:36:49",2,2,0,15,1,1,0,0.00116401971200823,0.00116401971200823
"11654",684990,"v0vPAixxbaN-7YB7-o379g","J",1,1,0,"2015-08-29 01:57:43",0,0,0,1,0,0,0,2.67566650297918e-06,2.67566650297918e-06
"11655",685004,"a3daHJbP239gjkgp3UhBSg","Dawn",3,6,0,"2016-08-23 19:08:03",0,1,2,4,0,0,0,0.000523046841281656,0.000523046841281656
"11656",685370,"qI4oIyldC8wM0edyvRj9XQ","Sean",3.67,3,0,"2010-11-18 22:41:00",0,0,1,1,0,0,0,0.000211245160334949,0.000211245160334949
"11657",685537,"xhwoR22DY-vH1ThTmOMyqQ","Nicole",3.25,8,1,"2012-11-17 18:21:36",1,1,0,1,0,0,0,0.000876426893089975,0.000876426893089975
"11658",686035,"FYmWPx63uO5ZyNCvhuzVHw","RebelPlace",2.91,9,0,"2014-11-12 03:08:25",0,0,1,2,0,0,0,0.000764698097690005,0.000764698097690005
"11659",686198,"J7-hQgS-YK8o7xOYtLuJsw","Andrea",4.29,59,4,"2010-07-12 22:41:11",4,13,13,43,1,1,1,0.00675838888472451,0.00675838888472451
"11660",686559,"5vaifhyKHmRoPj_hulCbgw","Omar",1.75,6,0,"2015-11-26 00:40:53",0,1,1,2,0,0,0,0.000492718438061087,0.000492718438061087
"11661",686644,"nrHfV0uoxAhnKQIWxC_Aqg","Kevin",3.76,37,0,"2012-11-30 00:39:17",0,3,2,16,0,0,1,0.00342776088255441,0.00342776088255441
"11662",686649,"GJAnXXE9L2f5d4X40fmfMg","J",4,3,0,"2010-06-18 01:33:22",0,0,0,1,1,1,1,0.000225329359644348,0.000225329359644348
"11663",686994,"fl5NOeMhhJjq_S-Y23-iyQ","Emily",1,1,0,"2016-05-16 23:08:43",0,0,0,0,0,0,0,0,0
"11664",687088,"ZyCZ1eoBONsA2FHk8GVTyw","Margo",4,9,1,"2011-08-04 15:44:06",1,1,1,3,0,0,0,0.000998551508119223,0.000998551508119223
"11665",687189,"NEfkzI9nXbkN6AvxQpFF0Q","Michael",3.17,6,1,"2013-03-05 04:20:12",1,0,0,10,0,0,1,0.000733612017776006,0.000733612017776006
"11666",687196,"m98iTjfq-4iMhSxBDaNBSQ","Wes",2.91,11,1,"2011-07-11 17:11:13",1,6,11,29,0,0,1,0.00153863236751944,0.00153863236751944
"11667",687295,"YamvpwESvppJ0JKpdMl5Qg","Jessee",3.5,9,0,"2010-06-18 02:03:16",0,1,2,0,0,0,1,0.000807838336269476,0.000807838336269476
"11668",687597,"9NnFb3Eh0Ck1XRFmnYmRUQ","John",4.22,57,1,"2011-03-27 02:01:07",1,16,14,64,0,0,3,0.00600413845808541,0.00600413845808541
"11669",688099,"5rQlbfHHIT0Hfm_qxDOj_Q","Vivian",3.62,12,2,"2013-05-15 23:59:18",2,0,0,6,0,0,1,0.00150145539074528,0.00150145539074528
"11670",688136,"6-1MM_zPlgwUzdxuixJJWg","Darren",3.69,26,0,"2013-09-26 18:55:24",0,3,5,6,2,2,0,0.0024839830605999,0.0024839830605999
"11671",688263,"LF1QUbX1slt57OsfCkHf3w","Hugh",3,2,0,"2016-07-14 22:59:45",0,0,0,1,0,0,0,9.44718783116588e-05,9.44718783116588e-05
"11672",688368,"yhyHXFUOtEDUOhYTqf-xUw","Jon",1,2,0,"2015-06-20 20:41:11",0,0,3,3,0,0,0,0.000174754421961448,0.000174754421961448
"11673",688373,"I8ZKmUKo7Y8OgqjTGoqzXQ","Toki",3.67,3,0,"2011-07-22 04:48:56",0,0,2,0,1,1,0,0.000252502307996891,0.000252502307996891
"11674",688510,"sty9OqXdE5n1nto0hvH8QQ","Maral",4.2,5,0,"2016-08-31 14:56:15",0,0,0,3,0,0,0,0.000375211846743656,0.000375211846743656
"11675",688568,"4Uqc2LDqB4NmUTIxBMHWZg","Collin",5,1,0,"2015-09-13 14:29:16",0,1,0,1,0,0,0,6.08464230009991e-06,6.08464230009991e-06
"11676",688610,"8KideTe2zZOTul9tmR7Q0w","Semaj",4.2,10,0,"2016-02-15 03:49:13",0,1,0,1,0,0,0,0.000832250548578216,0.000832250548578216
"11677",688887,"oXquTmG8jBxJ_AM50ziaAQ","Bobby",4,4,0,"2016-08-22 19:05:44",0,0,0,0,0,0,0,0.000275388635426039,0.000275388635426039
"11678",689134,"afPoNrvAzNsZMcoH4oLh_Q","William",5,7,0,"2015-07-13 02:43:18",0,0,1,2,0,0,0,0.000581105674072646,0.000581105674072646
"11679",689267,"ixlzFmgnCUIhvh6G4Fez9w","Scott",2.67,3,0,"2011-09-01 03:29:28",0,0,2,4,0,0,0,0.000244249230058496,0.000244249230058496
"11680",689337,"ZgrZPS4kYUsws7z2bXRWmg","Martin",1.75,3,0,"2008-11-21 00:14:08",0,3,4,63,0,0,0,0.00046229462155485,0.00046229462155485
"11681",689562,"f1wB2pIL31eAAOVBkZEkWw","May",4.07,13,1,"2011-01-26 02:34:48",1,13,12,95,2,2,1,0.00198557016902851,0.00198557016902851
"11682",689621,"DAuruPOCCM6BmmNrBiAldA","Morgan",2.22,9,0,"2016-08-07 01:37:17",0,0,0,1,0,0,0,0.000737045360972416,0.000737045360972416
"11683",689676,"LmYv30cJGv76ii1ajRIo9g","Roman",2,1,4,"2012-08-05 04:58:43",4,0,3,3,6,6,12,0.00134903405325548,0.00134903405325548
"11684",690068,"W5CrhsV64sUN1xOB844Dxw","Tasha",4.36,11,0,"2011-03-04 21:27:36",0,4,10,39,0,0,1,0.00130582524261127,0.00130582524261127
"11685",690088,"YQWkxZ5BDQenLFdUG01BrA","Chris",3.67,3,0,"2012-07-14 14:27:09",0,0,0,1,0,0,0,0.000186268090120338,0.000186268090120338
"11686",690328,"TUn00NdkW2X5ofpmW7hsWA","Jessica",3,5,0,"2013-06-08 06:42:57",0,0,1,15,0,0,0,0.000432296914994016,0.000432296914994016
"11687",690410,"N6vpzjFEry_EDtMDFAVa-Q","Matt",4.26,27,0,"2014-08-21 04:04:24",0,1,1,3,0,0,0,0.00242311455254634,0.00242311455254634
"11688",690648,"UBddvYCPa115eM6DsAtG-A","Alex",3,6,0,"2015-10-28 14:28:12",0,0,1,7,0,0,0,0.000502687794778862,0.000502687794778862
"11689",690911,"AXa7DfCdT_p4OaUdsaaVIA","Nguyn",2.8,9,0,"2015-07-19 13:40:47",0,0,2,6,0,0,0,0.000800377833916532,0.000800377833916532
"11690",691073,"OPRx2YeE4W17UO9L6mW70g","Robert",3.22,9,3,"2014-05-10 03:28:35",3,4,4,9,0,0,1,0.00157540670700423,0.00157540670700423
"11691",691311,"jTpeBwjnk6g3T2pjrSD_5w","Kenny",3.33,3,0,"2010-12-02 20:24:53",0,1,1,3,0,0,0,0.000220005469138028,0.000220005469138028
"11692",691864,"r57589FN078-sgDinfqZwQ","Megan",3.8,5,0,"2011-11-13 19:01:25",0,0,0,2,0,0,0,0.000372536180240677,0.000372536180240677
"11693",691989,"ygOfpNfd5dou94lUcPb80Q","Sara",4.42,12,1,"2013-06-22 04:12:48",1,4,0,10,0,0,1,0.00129802519181657,0.00129802519181657
"11694",692455,"nBdaOS3vmLjN0EPXvLkmBg","Amber",3.4,5,0,"2011-12-03 19:25:29",0,2,2,11,0,0,0,0.000453389270790951,0.000453389270790951
"11695",692509,"sj9sev7Oq_VBQ8LfXCE4Pg","Helena",5,4,0,"2012-04-26 03:17:51",0,0,0,3,0,0,0,0.000283415634934976,0.000283415634934976
"11696",692664,"gD9906CzW8BpnKMS3XKdPw","Neetra",4.67,3,0,"2013-07-11 14:37:34",0,0,0,0,0,0,0,0.000183592423617359,0.000183592423617359
"11697",692815,"y-JmjxXPAHtGXdhIsAOk2Q","Mike",4.29,13,1,"2010-03-16 04:40:47",1,3,1,8,1,1,0,0.00140488838341339,0.00140488838341339
"11698",692995,"TjWGNTCiUa6V9Z0uSw8D2g","Melissa",5,2,0,"2015-01-22 21:59:57",0,0,0,0,0,0,0,9.17962118086796e-05,9.17962118086796e-05
"11699",693421,"XHtY4TiH94vACMXTmOsPkw","Sarah",1,6,0,"2014-03-22 15:02:33",0,1,0,9,0,0,0,0.000486471033367331,0.000486471033367331
"11700",693660,"q5Diu06hr29AvFExLE-YZQ","Ila",4.5,7,2,"2013-02-09 19:44:10",2,1,0,8,0,0,0,0.00103112911493127,0.00103112911493127
"11701",693836,"QQgWkGJXTBJYWjq0nFsTQQ","Devin",2.79,13,0,"2009-03-30 01:39:21",0,2,3,15,0,0,1,0.00124354422706061,0.00124354422706061
"11702",694506,"TEnDhClkI4rt07JR0UqvwQ","Jackson",1,1,0,"2016-08-10 15:54:10",0,0,0,0,0,0,0,0,0
"11703",695172,"s14sXQe5ElyXIIRQH-rzTw","Bobbi",3,5,0,"2012-02-11 05:32:29",0,1,2,0,0,0,0,0.000420547963461059,0.000420547963461059
"11704",695473,"6XZORAHKyVSwEzTMJgeNPw","Anee",1,3,0,"2015-10-29 00:04:25",0,0,0,0,0,0,0,0.000183592423617359,0.000183592423617359
"11705",695538,"ai1YTDJzAD0MJce2w7j05Q","Robert",5,10,0,"2012-01-13 19:52:17",0,4,1,3,0,0,0,0.000872805879190147,0.000872805879190147
"11706",695656,"IhnWqKey822qmve4g_FtAQ","Christyn",3.67,11,0,"2013-06-18 19:18:20",0,1,5,14,1,1,0,0.00110267151994899,0.00110267151994899
"11707",695780,"3TaY8lPBMa_0UAewtCF5-A","Matthew",3,5,0,"2013-05-31 13:48:51",0,2,3,4,0,0,1,0.000479742201058405,0.000479742201058405
"11708",695891,"GhO1ycOzw6Zr6QXC-TnSpQ","Jenette",2.52,20,1,"2011-07-13 02:28:09",1,1,5,47,0,0,1,0.00224605297057792,0.00224605297057792
"11709",696216,"2OwPyGb-yIZSrzQLZY5P7g","Karen",4.11,17,0,"2015-02-26 22:29:24",0,4,5,9,0,0,0,0.00163134164172722,0.00163134164172722
"11710",696548,"yVRhZDG3fNqg7a95jUPCmQ","Kim",3.57,7,0,"2015-12-23 23:52:28",0,0,1,0,0,0,0,0.000575754341066688,0.000575754341066688
"11711",696712,"ZCfDuRQri_Vsb1xpAd5ctQ","Kirk",3,4,0,"2016-01-30 18:55:41",0,2,0,4,0,0,0,0.000292909253032197,0.000292909253032197
"11712",696805,"_xoXbjtdLgMiHzG3rBbj1Q","Kristina",3.57,7,0,"2010-01-31 20:28:19",0,1,3,6,0,0,0,0.000645171456310904,0.000645171456310904
"11713",696827,"dMPE4Ir9Cqx-qqMd4zUC6A","Nando",2.33,3,0,"2016-12-22 04:34:03",0,0,0,0,0,0,0,0.000183592423617359,0.000183592423617359
"11714",696907,"idFOQhuCk-yoeu1LGLAI0g","Brianna",3.57,7,0,"2010-07-21 05:49:40",0,0,0,4,0,0,0,0.000561479936863994,0.000561479936863994
"11715",697003,"QSL_6vy_I4qbQZKnIzzIdg","Food",2.64,45,1,"2011-06-02 23:54:18",1,3,6,34,0,0,1,0.00453796962306503,0.00453796962306503
"11716",697026,"gvUv-E8Zz5rLKLe2yAlicg","Shana",1,3,0,"2014-07-01 14:48:14",0,0,3,6,0,0,1,0.000294683158852762,0.000294683158852762
"11717",697374,"UH2I8EazvIObbcw1lD-yHw","R",3.9,10,0,"2015-09-18 03:07:18",0,0,0,0,0,0,0,0.000826165906278116,0.000826165906278116
"11718",697498,"7ovLP0HLTrSR3lUJvbbEuQ","Esperanza",1.67,6,0,"2015-04-12 18:47:24",0,0,2,5,0,0,0,0.000522313531987514,0.000522313531987514
"11719",697744,"eybtqG6zKMUpiqEni1hZSA","Erin",3.67,28,0,"2011-12-08 17:28:05",0,10,1,18,0,0,0,0.00258572654407379,0.00258572654407379
"11720",698053,"BW-DkNQbhmVcsyrNiSEObQ","Chloe",2,4,0,"2015-09-10 20:54:56",0,0,1,3,0,0,0,0.000308392705149587,0.000308392705149587
"11721",698582,"cRxxDfnketMs93xEZRvWxg","Michael",2,3,0,"2016-02-21 19:21:56",0,0,0,1,0,0,0,0.000186268090120338,0.000186268090120338
"11722",698791,"lDUAzMlarTPEusmQOtpZQw","Tyler",3,5,0,"2015-05-09 05:26:11",0,0,0,1,0,0,0,0.000369860513737698,0.000369860513737698
"11723",699037,"4CLbUpOv-G0dGGPSEryD_Q","Coni",1,1,0,"2016-11-26 16:43:30",0,0,0,0,0,0,0,0,0
"11724",699182,"aloeZ2GNG9VkMuBUurKD0w","Jessica",3.67,3,0,"2012-12-25 22:33:39",0,0,0,0,0,0,0,0.000183592423617359,0.000183592423617359
"11725",699300,"OMJaTRHrOekijOU5TtPyUA","Aaron",1,1,0,"2015-10-16 00:59:25",0,0,0,0,0,0,0,0,0
"11726",699367,"LaAMause4Wk7la0qD0FK6g","Rick",4,4,0,"2010-03-20 23:55:45",0,0,2,3,0,0,0,0.000333369775364197,0.000333369775364197
"11727",699634,"n0dFevUU3R2gGX-VcErJ8g","Donovan",1,4,0,"2011-11-14 02:55:50",0,0,2,3,0,0,0,0.000333369775364197,0.000333369775364197
"11728",699851,"8ASv01qBd5tAIm-jfO5V-w","Justiin",2.6,5,0,"2014-03-04 20:36:35",0,0,1,5,0,0,0,0.000405540249964224,0.000405540249964224
"11729",699918,"ASCayJA6ghsSR3ftGHL8mg","Kendra",3.32,78,2,"2013-03-20 22:38:29",2,11,9,48,1,1,0,0.0079335259473197,0.0079335259473197
"11730",700047,"ebEkTNMLq50boJk4ViPJDA","Meagan",5,2,0,"2013-08-28 04:58:57",0,0,0,2,0,0,0,9.7147544814638e-05,9.7147544814638e-05
"11731",700082,"h9ynX1gsTYKCQZYJG8A6qg","Otmane",2.2,7,0,"2015-02-13 19:17:36",0,0,0,4,0,0,0,0.000561479936863994,0.000561479936863994
"11732",700126,"lPeJmEvSOY-jfeDbcKT6dA","Kai",1.33,3,0,"2016-10-01 20:02:15",0,0,0,5,0,0,0,0.000196970756132255,0.000196970756132255
